weight,firstName,middleName,lastName,currentTeamId,birthDate,height,wyId,foot,shortName,currentNationalTeamId,passportArea.name,passportArea.id,passportArea.alpha3code,passportArea.alpha2code,role.code2,role.code3,role.name,birthArea.name,birthArea.id,birthArea.alpha3code,birthArea.alpha2code
73,Ignazio,,Abate,3157,12/11/1986,180,20390,right,I. Abate,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
84,Daniele,,Bonera,682,31/5/1981,183,20393,right,D. Bonera,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
79,Thiago Emiliano,,da Silva,3767,22/9/1984,183,20394,right,Thiago Silva,6380,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
74,Mattia,,De Sciglio,3159,20/10/1992,183,20395,right,M. De Sciglio,3757,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
79,Alberto,,Aquilani,,7/7/1984,186,20401,right,A. Aquilani,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
86,Kevin-Prince,,Boateng,2462,6/3/1987,186,20402,right,K. Boateng,null,Ghana,288,GHA,GH,MD,MID,Midfielder,Germany,276,DEU,DE
75,Simone,,Calvano,3194,11/7/1993,183,20403,right,S. Calvano,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
78,Bryan,,Cristante,3172,3/3/1995,186,20404,right,B. Cristante,3757,Canada,124,CAN,CA,MD,MID,Midfielder,Italy,380,ITA,IT
67,Mathieu,,Flamini,,7/3/1984,178,20406,right,M. Flamini,null,France,250,FRA,FR,MD,MID,Midfielder,France,250,FRA,FR
76,Sulley Ali,,Muntari,,27/8/1984,179,20410,left,S. Muntari,null,Ghana,288,GHA,GH,MD,MID,Midfielder,Ghana,288,GHA,GH
73,Mattia,,Valoti,3194,6/9/1993,187,20414,right,M. Valoti,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
72,Stephan,,El Shaarawy,3158,27/10/1992,178,20418,right,S. El Shaarawy,null,Egypt,818,EGY,EG,FW,FWD,Forward,Italy,380,ITA,IT
88,Maximiliano Gastón,,López,5657,3/4/1984,190,20422,right,Maxi López,null,Italy,380,ITA,IT,FW,FWD,Forward,Argentina,32,ARG,AR
78,Bogdan Ionuț,,Lobonț,,18/1/1978,185,20426,right,B. Lobonț,null,Romania,642,ROU,RO,GK,GKP,Goalkeeper,Romania,642,ROU,RO
81,Nicolás Andrés,,Burdisso,,12/4/1981,182,20429,right,N. Burdisso,null,Italy,380,ITA,IT,DF,DEF,Defender,Argentina,32,ARG,AR
82,Simon,,Thorup Kjær,680,26/3/1989,189,20433,right,S. Kjær,7712,Denmark,208,DNK,DK,DF,DEF,Defender,Denmark,208,DNK,DK
80,Aleandro,,Rosi,,17/5/1987,184,20434,right,A. Rosi,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
74,José Ángel,,Valdés Díaz,701,5/9/1989,182,20436,left,José Ángel,null,Spain,724,ESP,ES,DF,DEF,Defender,Spain,724,ESP,ES
83,Daniele,,De Rossi,3158,24/7/1983,184,20438,right,D. De Rossi,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
74,Miralem,,Pjanić,3159,2/4/1990,180,20443,right,M. Pjanić,null,Luxembourg,442,LUX,LU,MD,MID,Midfielder,Bosnia-Herzegovina,70,BIH,BA
65,Renato,,Steffen,2451,3/11/1991,170,217052,left,R. Steffen,null,Switzerland,756,CHE,CH,MD,MID,Midfielder,Switzerland,756,CHE,CH
70,Valerio,,Verre,3164,11/1/1994,181,20446,right,V. Verre,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
75,Federico,,Viviani,3204,24/3/1992,180,20448,right,F. Viviani,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
74,Fabio,,Borini,3157,29/3/1991,180,20449,right,F. Borini,null,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
65,Bojan,,Krkíc Pérez,696,28/8/1990,170,20450,right,Bojan,null,Serbia,688,SRB,RS,FW,FWD,Forward,Spain,724,ESP,ES
83,Gianluigi,,Buffon,3159,28/1/1978,191,20455,right,G. Buffon,null,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Italy,380,ITA,IT
76,Marco,,Storari,,7/1/1977,187,20457,right,M. Storari,null,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Italy,380,ITA,IT
87,Andrea,,Barzagli,3159,8/5/1981,187,20458,right,A. Barzagli,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
82,Leonardo,,Bonucci,3157,1/5/1987,190,20459,right,L. Bonucci,3757,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
78,José Martín,,Cáceres Silva,3162,7/4/1987,180,20460,right,M. Cáceres,15670,Uruguay,858,URY,UY,DF,DEF,Defender,Uruguay,858,URY,UY
76,Giorgio,,Chiellini,3159,14/8/1984,186,20461,left,G. Chiellini,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
75,Stephan,,Lichtsteiner,1609,16/1/1984,182,20465,right,S. Lichtsteiner,6697,Switzerland,756,CHE,CH,DF,DEF,Defender,Switzerland,756,CHE,CH
60,Emanuele,,Giaccherini,3165,5/5/1985,167,20468,right,E. Giaccherini,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
73,Claudio,,Marchisio,,19/1/1986,180,20470,right,C. Marchisio,3757,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
73,Simone,,Padoin,3173,18/3/1984,179,20472,right,S. Padoin,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
65,Nicolas,,Basin,3777,22/7/1998,169,396628,left,N. Basin,null,France,250,FRA,FR,DF,DEF,Defender,France,250,FRA,FR
75,Arturo Erasmo,,Vidal Pardo,2444,22/5/1987,180,20475,right,A. Vidal,12381,Chile,152,CHL,CL,MD,MID,Midfielder,Chile,152,CHL,CL
85,Marco,,Borriello,,18/6/1982,185,20476,left,M. Borriello,null,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
80,Alessandro,,Matri,3315,19/8/1984,183,20478,right,A. Matri,null,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
79,Fabio,,Quagliarella,3164,31/1/1983,180,20479,right,F. Quagliarella,null,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
79,Antonio,,Mirante,3166,8/7/1983,193,20483,right,A. Mirante,null,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Italy,380,ITA,IT
79,Massimo,,Gobbi,3165,31/10/1980,183,20495,left,M. Gobbi,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
83,Danilo Luís,,Hélio Pereira,9606,9/9/1991,187,20496,right,Danilo Pereira,null,Portugal,620,PRT,PT,MD,MID,Midfielder,Guinea-Bissau,624,GNB,GW
80,Sergio,,Floccari,3204,12/11/1981,180,20503,right,S. Floccari,null,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
80,Matteo,,Bianchetti,3194,17/3/1993,189,20512,right,M. Bianchetti,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
71,Marco Davide,,Faraoni,3197,25/10/1991,180,20516,right,D. Faraoni,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
68,Yuto,,Nagatomo,4492,12/9/1986,170,20517,right,Y. Nagatomo,12913,Japan,392,JPN,JP,DF,DEF,Defender,Japan,392,JPN,JP
76,Juan Guilherme,,Nunes Jesus,3158,10/6/1991,185,20518,left,Juan Jesus,null,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
81,Andrea,,Ranocchia,3161,16/2/1988,195,20519,right,A. Ranocchia,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
84,Ricardo Gabriel,,Álvarez,3164,12/4/1988,188,20523,left,R. Álvarez,null,Italy,380,ITA,IT,MD,MID,Midfielder,Argentina,32,ARG,AR
71,Joel,,Chukwuma Obi,3165,22/5/1991,176,20525,left,J. Obi,16823,Nigeria,566,NGA,NG,MD,MID,Midfielder,Nigeria,566,NGA,NG
80,Lorenzo,,Crisetig,3166,20/1/1993,183,20526,left,L. Crisetig,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
77,Andrea,,Poli,3166,29/9/1989,182,20529,right,A. Poli,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
73,Valère,,Germain,3771,17/4/1990,180,134494,right,V. Germain,null,France,250,FRA,FR,FW,FWD,Forward,France,250,FRA,FR
74,Giampaolo,,Pazzini,695,2/8/1984,180,20536,right,G. Pazzini,null,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
89,Albano Benjamín,,Bizzarri,3163,9/11/1977,193,20540,right,A. Bizzarri,null,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Argentina,32,ARG,AR
82,Federico,,Marchetti,3162,7/2/1983,188,20541,left,F. Marchetti,null,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Italy,380,ITA,IT
89,Mike,,Maignan,3776,3/7/1995,191,134496,right,M. Maignan,null,France,250,FRA,FR,GK,GKP,Goalkeeper,French Guiana,254,GUF,GF
61,Alois,,Confais,3795,7/9/1996,174,249926,right,A. Confais,null,France,250,FRA,FR,MD,MID,Midfielder,France,250,FRA,FR
77,Lorik Agim,,Cana,,27/7/1983,186,20555,right,L. Cana,null,France,250,FRA,FR,DF,DEF,Defender,Albania,8,ALB,AL
72,Antonio,,Candreva,3161,28/2/1987,180,20556,right,A. Candreva,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
75,Senad,,Lulić,3162,18/1/1986,183,20561,right,S. Lulić,10001,Switzerland,756,CHE,CH,MD,MID,Midfielder,Bosnia-Herzegovina,70,BIH,BA
89,Samir,,Handanovič,3161,14/7/1984,193,20571,right,S. Handanovič,null,Slovenia,705,SVN,SI,GK,GKP,Goalkeeper,Slovenia,705,SVN,SI
82,Daniele,,Padelli,3161,25/10/1985,191,20572,right,D. Padelli,null,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Italy,380,ITA,IT
94,Thibaut,,Courtois,675,11/5/1992,199,3429,left,T. Courtois,5629,Belgium,56,BEL,BE,GK,GKP,Goalkeeper,Belgium,56,BEL,BE
92,Medhi Amine,,El Mouttaqi Benatia,3159,17/4/1987,190,20579,right,M. Benatia,16216,Morocco,504,MAR,MA,DF,DEF,Defender,France,250,FRA,FR
75,Danilo,,Larangeira,3163,10/5/1984,184,20583,right,Danilo,null,Italy,380,ITA,IT,DF,DEF,Defender,Brazil,76,BRA,BR
76,João,,Miranda de Souza Filho,3161,7/9/1984,186,3431,right,João Miranda,6380,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
78,Kwadwo,,Asamoah,3159,9/12/1988,178,20588,left,K. Asamoah,null,Ghana,288,GHA,GH,MD,MID,Midfielder,Ghana,288,GHA,GH
70,Gélson da Conceição Tavares,,Fernandes,2462,2/9/1986,179,20591,right,G. Fernandes,6697,Switzerland,756,CHE,CH,MD,MID,Midfielder,Cape Verde Islands,132,CPV,CV
81,Angelo Esmael,,da Costa Júnior,3166,12/11/1983,186,20604,right,Angelo da Costa,null,Brazil,76,BRA,BR,GK,GKP,Goalkeeper,Brazil,76,BRA,BR
73,Andrea,,Costa,3219,1/2/1986,182,20609,left,A. Costa,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
76,Roberto,,Soriano,682,8/2/1991,182,20623,right,R. Soriano,null,Italy,380,ITA,IT,MD,MID,Midfielder,Germany,276,DEU,DE
72,Pascal,,Stenzel,2453,20/3/1996,183,272378,right,P. Stenzel,3155,Germany,276,DEU,DE,DF,DEF,Defender,Germany,276,DEU,DE
74,Eder,,Citadin Martins,3161,15/11/1986,179,20626,right,Eder,null,Italy,380,ITA,IT,FW,FWD,Forward,Brazil,76,BRA,BR
80,Christian,,Puggioni,3219,17/1/1981,187,20632,right,C. Puggioni,null,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Italy,380,ITA,IT
82,Stefano,,Sorrentino,3165,28/3/1979,185,20633,right,S. Sorrentino,null,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Italy,380,ITA,IT
88,Francesco,,Acerbi,3315,10/2/1988,192,20635,left,F. Acerbi,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
81,Marco,,Andreolli,3173,10/6/1986,187,20636,right,M. Andreolli,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
89,Boštjan,,Cesar,,9/7/1982,191,20637,left,B. Cesar,12046,Slovenia,705,SVN,SI,DF,DEF,Defender,Slovenia,705,SVN,SI
78,Dario,,Dainelli,3165,9/6/1979,191,20638,right,D. Dainelli,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
74,Boukary,,Dramé,,22/7/1985,181,20639,left,B. Dramé,null,Senegal,686,SEN,SN,DF,DEF,Defender,France,250,FRA,FR
76,Facundo Sebastián,,Roncaglia,692,10/2/1987,179,86183,right,F. Roncaglia,null,Italy,380,ITA,IT,DF,DEF,Defender,Argentina,32,ARG,AR
75,Luca,,Rigoni,3193,7/12/1984,185,20655,right,L. Rigoni,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
82,Alberto,,Paloschi,3204,4/1/1990,182,20661,right,A. Paloschi,null,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
78,Cyril,,Théréau,3176,24/4/1983,189,20663,right,C. Théréau,null,France,250,FRA,FR,FW,FWD,Forward,France,250,FRA,FR
78,Sergio Ezequiel,,Araújo,12511,28/1/1992,180,86200,right,S. Araújo,null,Argentina,32,ARG,AR,FW,FWD,Forward,Argentina,32,ARG,AR
84,Gerónimo,,Rulli,687,20/5/1992,189,86212,right,G. Rulli,null,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Argentina,32,ARG,AR
88,Frederik,,Hillesborg Sørensen,2463,14/4/1992,194,20680,right,F. Sørensen,null,Denmark,208,DNK,DK,DF,DEF,Defender,Denmark,208,DNK,DK
83,Gabriel Iván,,Mercado,680,18/3/1987,180,86220,right,G. Mercado,12274,Spain,724,ESP,ES,DF,DEF,Defender,Argentina,32,ARG,AR
78,Rene,,Krhin,3770,21/5/1990,189,20685,right,R. Krhin,12046,Slovenia,705,SVN,SI,MD,MID,Midfielder,Slovenia,705,SVN,SI
78,Gastón Exequiel,,Ramírez Pereyra,3164,2/12/1990,183,20689,left,G. Ramírez,null,Uruguay,858,URY,UY,MD,MID,Midfielder,Uruguay,858,URY,UY
86,Ishak,,Belfodil,2443,12/1/1992,191,20692,right,I. Belfodil,null,France,250,FRA,FR,FW,FWD,Forward,Algeria,12,DZA,DZ
71,Enzo Nicolás,,Pérez,12069,22/2/1986,177,86234,right,E. Pérez,12274,Italy,380,ITA,IT,MD,MID,Midfielder,Argentina,32,ARG,AR
79,Luca,,Caldirola,2443,1/2/1991,189,20704,left,L. Caldirola,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
80,Duván Esteban,,Zapata Banguera,3164,1/4/1991,186,86243,right,D. Zapata,null,Colombia,170,COL,CO,FW,FWD,Forward,Colombia,170,COL,CO
89,Bartosz,,Salamon,3204,1/5/1991,196,20723,right,B. Salamon,null,Poland,616,POL,PL,DF,DEF,Defender,Poland,616,POL,PL
81,Jonathas Cristian,,de Jesus,5656,6/3/1989,190,20728,right,Jonathas,null,Brazil,76,BRA,BR,FW,FWD,Forward,Brazil,76,BRA,BR
79,Nenad,,Tomović,3165,30/8/1987,184,20748,right,N. Tomović,null,Serbia,688,SRB,RS,DF,DEF,Defender,Serbia,688,SRB,RS
75,Andrea,,Bertolacci,3193,11/1/1991,179,20749,left,A. Bertolacci,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
71,Juan Guillermo,,Cuadrado Bello,3159,26/5/1988,179,20751,right,J. Cuadrado,12430,Colombia,170,COL,CO,MD,MID,Midfielder,Colombia,170,COL,CO
70,Luiz,,de Araújo Guimarães Neto,3776,2/6/1996,175,250134,left,Luiz Araújo,null,Brazil,76,BRA,BR,FW,FWD,Forward,Brazil,76,BRA,BR
79,Luis Fernando,,Muriel Fruto,680,16/4/1991,178,20764,right,L. Muriel,12430,Colombia,170,COL,CO,FW,FWD,Forward,Colombia,170,COL,CO
78,Lucas ,,Nahuel Castro,3165,9/4/1989,182,86301,right,L. Castro,null,Argentina,32,ARG,AR,MD,MID,Midfielder,Argentina,32,ARG,AR
85,Haris,,Seferović,9607,22/2/1992,185,20766,left,H. Seferović,6697,Bosnia-Herzegovina,70,BIH,BA,FW,FWD,Forward,Switzerland,756,CHE,CH
69,Luciano,,Vietto,674,5/12/1993,173,86307,right,L. Vietto,null,Italy,380,ITA,IT,FW,FWD,Forward,Argentina,32,ARG,AR
72,Bruno,,Zuculini,12069,2/4/1993,178,86309,right,B. Zuculini,null,Italy,380,ITA,IT,MD,MID,Midfielder,Argentina,32,ARG,AR
82,Leandro,,Chichizola,714,27/3/1990,185,86319,right,L. Chichizola,null,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Argentina,32,ARG,AR
81,Germán Alejandro,,Pezzella,3176,27/6/1991,186,86328,right,G. Pezzella,null,Italy,380,ITA,IT,DF,DEF,Defender,Argentina,32,ARG,AR
72,Mattia,,Destro,3166,20/3/1991,178,20796,right,M. Destro,null,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
84,Lucas Ariel,,Ocampos,3771,11/7/1994,187,86338,right,L. Ocampos,null,Argentina,32,ARG,AR,FW,FWD,Forward,Argentina,32,ARG,AR
78,Matías,,Aguirregaray Guruceaga,714,1/4/1989,175,20803,right,M. Aguirregaray,null,Spain,724,ESP,ES,DF,DEF,Defender,Uruguay,858,URY,UY
78,Ezequiel,,Muñoz,712,8/10/1990,185,20808,right,E. Muñoz,null,Spain,724,ESP,ES,DF,DEF,Defender,Argentina,32,ARG,AR
84,Matías Agustín,,Silvestre,3164,25/9/1984,185,20811,right,M. Silvestre,null,Italy,380,ITA,IT,DF,DEF,Defender,Argentina,32,ARG,AR
70,Afriyie,,Acquah,3185,5/1/1992,179,20812,right,A. Acquah,null,Ghana,288,GHA,GH,MD,MID,Midfielder,Ghana,288,GHA,GH
82,Nereo,,Champagne,712,20/1/1985,189,86350,right,N. Champagne,null,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Argentina,32,ARG,AR
72,Andrea,,Barberis,3197,11/12/1993,177,20815,right,A. Barberis,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
79,Édgar Osvaldo,,Barreto Cáceres,3164,15/7/1984,180,20816,right,É. Barreto,null,Italy,380,ITA,IT,MD,MID,Midfielder,Paraguay,600,PRY,PY
79,Josip,,Iličić,3172,29/1/1988,190,20820,left,J. Iličić,12046,Slovenia,705,SVN,SI,FW,FWD,Forward,Bosnia-Herzegovina,70,BIH,BA
68,Nampalys,,Mendy,3775,23/6/1992,168,134542,right,N. Mendy,null,Senegal,686,SEN,SN,MD,MID,Midfielder,France,250,FRA,FR
82,Franco Damián,,Vázquez,680,22/2/1989,186,20823,left,F. Vázquez,null,Italy,380,ITA,IT,MD,MID,Midfielder,Argentina,32,ARG,AR
87,José Luis,,Palomino,3172,5/1/1990,188,86366,left,J. Palomino,null,Argentina,32,ARG,AR,DF,DEF,Defender,Argentina,32,ARG,AR
82,Andrea,,Consigli,3315,27/1/1987,189,20832,right,A. Consigli,null,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Italy,380,ITA,IT
82,Andrea,,Masiello,3172,5/2/1985,184,20841,right,A. Masiello,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
75,Giacomo,,Bonaventura,3157,22/8/1989,180,20845,right,G. Bonaventura,3757,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
80,Davide,,Astori,,7/1/1987,188,20866,left,D. Astori,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
64,Nicola,,Murru,3164,16/12/1994,180,20869,left,N. Murru,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
65,Andrea,,Cossu,,3/5/1980,170,20874,right,A. Cossu,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
75,Daniele,,Dessena,3173,10/5/1987,183,20875,right,D. Dessena,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
75,Albin,,Ekdal,3164,28/7/1989,186,20876,right,A. Ekdal,7047,Sweden,752,SWE,SE,MD,MID,Midfielder,Sweden,752,SWE,SE
77,Radja,,Nainggolan,3158,4/5/1988,176,20879,right,R. Nainggolan,null,Indonesia,360,IDN,ID,MD,MID,Midfielder,Belgium,56,BEL,BE
68,Pasquale,,Schiattarella,3204,30/5/1987,178,20911,right,P. Schiattarella,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
92,Vanja,,Milinković-Savić,3185,20/2/1997,202,283062,right,V. Milinković-Savić,null,Serbia,688,SRB,RS,GK,GKP,Goalkeeper,Spain,724,ESP,ES
84,Norberto,,Murara Neto,674,19/7/1989,190,20922,right,Neto,null,Brazil,76,BRA,BR,GK,GKP,Goalkeeper,Brazil,76,BRA,BR
84,Lorenzo,,De Silvestri,3185,23/5/1988,186,20927,right,L. De Silvestri,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
75,Felipe,,Dias da Silva dal Belo,3204,31/7/1984,188,20928,left,Felipe,null,Italy,380,ITA,IT,DF,DEF,Defender,Brazil,76,BRA,BR
80,Alessandro,,Gamberini,,27/8/1981,185,20929,right,A. Gamberini,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
83,Matija,,Nastasić,2449,28/3/1993,188,20932,left,M. Nastasić,null,Serbia,688,SRB,RS,DF,DEF,Defender,Serbia,688,SRB,RS
72,Rômulo ,,Souza Orestes Caldeira,3194,22/5/1987,178,20935,right,Rômulo,null,Italy,380,ITA,IT,MD,MID,Midfielder,Brazil,76,BRA,BR
78,Valon,,Behrami,3163,19/4/1985,185,20938,right,V. Behrami,6697,Switzerland,756,CHE,CH,MD,MID,Midfielder,Kosovo,0,XKS,
74,Adem,,Ljajić,3185,29/9/1991,182,20941,right,A. Ljajić,17322,Serbia,688,SRB,RS,FW,FWD,Forward,Serbia,688,SRB,RS
79,Riccardo,,Montolivo,3157,18/1/1985,182,20943,right,R. Montolivo,null,Germany,276,DEU,DE,MD,MID,Midfielder,Italy,380,ITA,IT
78,Alessio,,Cerci,3194,23/7/1987,180,20947,left,A. Cerci,null,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
79,Stevan,,Jovetić,19830,2/11/1989,183,20948,right,S. Jovetić,17371,Serbia,688,SRB,RS,FW,FWD,Forward,Montenegro,499,MNE,ME
71,Ryder,,Matos Santos,3194,27/2/1993,180,20949,right,Ryder Matos,null,Italy,380,ITA,IT,FW,FWD,Forward,Brazil,76,BRA,BR
63,Gerónimo Gastón,,Poblete,3777,2/1/1993,173,86486,right,G. Poblete,null,Argentina,32,ARG,AR,MD,MID,Midfielder,Argentina,32,ARG,AR
67,Lucas Nicolás,,Alario,2446,8/10/1992,178,86489,right,L. Alario,null,Italy,380,ITA,IT,FW,FWD,Forward,Argentina,32,ARG,AR
71,Davide,,Di Gennaro,3162,16/6/1988,181,20972,left,D. Di Gennaro,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
70,Elseid Gëzim,,Hysaj,3187,20/2/1994,180,21001,right,E. Hysaj,8731,Albania,8,ALB,AL,DF,DEF,Defender,Albania,8,ALB,AL
79,Vasco,,Regini,3164,9/9/1990,185,21004,left,V. Regini,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
78,Lorenzo,,Tonelli,3187,17/1/1990,183,21006,right,L. Tonelli,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
71,Mirko,,Valdifiori,3185,21/4/1986,185,21019,right,M. Valdifiori,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
73,Riccardo,,Saponara,3176,21/12/1991,184,21025,right,R. Saponara,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
90,Nicolás Federico,,Spolli,3193,20/2/1983,193,21072,right,N. Spolli,null,Italy,380,ITA,IT,DF,DEF,Defender,Argentina,32,ARG,AR
68,Alejandro Darío,,Gómez,3172,15/2/1988,165,21077,right,A. Gómez,null,Italy,380,ITA,IT,FW,FWD,Forward,Argentina,32,ARG,AR
77,Mariano Julio,,Izco,,13/3/1983,180,21078,right,M. Izco,null,Italy,380,ITA,IT,MD,MID,Midfielder,Argentina,32,ARG,AR
86,Ferdinando,,Coppola,,10/6/1978,188,21091,right,F. Coppola,null,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Italy,380,ITA,IT
75,Danilo,,D'Ambrosio,3161,9/9/1988,180,21094,right,D. D'Ambrosio,3757,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
80,Kamil,,Glik,19830,3/2/1988,190,21097,right,K. Glik,13869,Germany,276,DEU,DE,DF,DEF,Defender,Poland,616,POL,PL
83,Alfred Benjamin,,Gomis,3204,5/9/1993,194,21098,right,A. Gomis,19314,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Senegal,686,SEN,SN
75,Mirco,,Antenucci,3204,8/9/1984,178,21114,right,M. Antenucci,null,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
78,Riccardo,,Meggiorini,3165,4/9/1985,182,21119,left,R. Meggiorini,null,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
61,Simone,,Verdi,3166,12/7/1992,171,21123,right,S. Verdi,3757,Italy,380,ITA,IT,FW,FWD,Forward,Italy,380,ITA,IT
77,Carlo,,Pinsoglio,3159,16/3/1990,188,21128,left,C. Pinsoglio,null,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Italy,380,ITA,IT
73,Nicola,,Rigoni,3165,12/11/1990,185,21148,right,N. Rigoni,null,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
83,Paolo,,Cannavaro,,26/6/1981,185,21162,right,P. Cannavaro,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
73,Blerim,,Džemaili,3166,12/4/1986,179,21169,right,B. Džemaili,6697,Switzerland,756,CHE,CH,MD,MID,Midfielder,Macedonia FYR,807,MKD,MK
79,Marek,,Hamšík,3187,27/7/1987,183,21171,right,M. Hamšík,14496,Slovakia,703,SVK,SK,MD,MID,Midfielder,Slovakia,703,SVK,SK
79,Christian,,Maggio,3187,11/2/1982,184,21173,right,C. Maggio,null,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
71,Edinson Roberto,,Cavani Gómez,3767,14/2/1987,184,21174,right,E. Cavani,15670,Italy,380,ITA,IT,FW,FWD,Forward,Uruguay,858,URY,UY
74,Goran,,Pandev,3193,27/7/1983,184,21177,left,G. Pandev,10073,Macedonia FYR,807,MKD,MK,FW,FWD,Forward,Macedonia FYR,807,MKD,MK
76,Mauro Javier,,Dos Santos,712,7/7/1989,182,86716,right,M. Dos Santos,null,Spain,724,ESP,ES,DF,DEF,Defender,Argentina,32,ARG,AR
